pl_name,pl_orbper,pl_masse,pl_masseerr1,pl_masseerr2,pl_rade,pl_radeerr1,pl_radeerr2,st_mass,st_rad,st_teff,pl_ttvflag
Kepler-174 b,13.98179000,,,,1.960,0.110,-0.110,,0.62,4880.00,0
Kepler-175 c,34.03525700,,,,3.100,1.560,-1.560,1.04,1.01,6064.00,0
Kepler-178 d,96.67898800,,,,3.950,1.700,-1.700,,1.07,5676.00,1
Kepler-186 b,3.88679070,,,,1.070,0.120,-0.120,0.54,0.52,3755.00,0
Kepler-186 f,129.94410000,,,,1.170,0.080,-0.080,0.54,0.52,3755.00,0
Kepler-188 c,5.99655300,,,,3.190,1.450,-1.450,,1.14,6021.00,0
Kepler-191 b,9.93963200,,,,1.340,0.660,-0.660,0.85,0.79,5282.00,0
Kepler-193 b,11.38848000,,,,2.390,1.080,-1.080,,1.15,6335.00,0
Kepler-194 d,52.81497300,,,,2.400,1.260,-1.260,,1.02,6089.00,0
Kepler-196 c,47.42773700,,,,2.240,0.170,-0.170,,0.78,5128.00,0
Kepler-198 b,17.79003700,,,,2.820,0.420,-0.420,0.93,0.94,5574.00,0
Kepler-332 c,15.99562200,,,,1.090,0.080,-0.080,0.80,0.72,4955.00,0
Kepler-333 b,12.55115800,,,,1.320,0.160,-0.160,0.54,0.53,4259.00,0
Kepler-333 c,24.08821000,,,,1.110,0.200,-0.200,0.54,0.53,4259.00,0
Kepler-334 b,5.47031900,,,,1.120,0.210,-0.210,1.00,1.07,5828.00,0
Kepler-334 d,25.09849000,,,,1.410,0.260,-0.260,1.00,1.07,5828.00,0
Kepler-335 b,6.56233100,,,,3.390,0.670,-0.670,0.99,1.85,5877.00,0
Kepler-335 c,67.84446900,,,,3.070,0.660,-0.660,0.99,1.85,5877.00,0
Kepler-336 c,9.60000100,,,,2.100,0.370,-0.370,0.89,1.30,5867.00,0
Kepler-336 d,20.67877200,,,,2.370,0.480,-0.480,0.89,1.30,5867.00,0
Kepler-337 b,3.29278100,,,,1.540,0.430,-0.430,0.96,1.76,5684.00,0
Kepler-337 c,9.69320100,,,,2.050,0.570,-0.570,0.96,1.76,5684.00,0
Kepler-338 b,13.72697600,,,,2.440,0.130,-0.130,1.10,1.74,5923.00,1
Kepler-338 c,24.31085600,,,,2.340,0.120,-0.120,1.10,1.74,5923.00,0
Kepler-338 d,44.43101400,,,,3.000,0.280,-0.280,1.10,1.74,5923.00,0
Kepler-339 b,4.97765600,,,,1.420,0.660,-0.660,0.84,0.80,5631.00,0
Kepler-339 c,6.98805500,,,,1.150,0.520,-0.520,0.84,0.80,5631.00,0
Kepler-340 b,14.84438700,,,,2.530,0.600,-0.600,2.11,1.85,6620.00,0
Kepler-340 c,22.82466900,,,,3.370,0.770,-0.770,2.11,1.85,6620.00,0
Kepler-341 b,5.19552800,,,,1.180,0.620,-0.620,0.94,1.02,6012.00,0
Kepler-341 c,8.01041000,,,,1.700,0.860,-0.860,0.94,1.02,6012.00,0
Kepler-341 d,27.66631300,,,,1.850,0.940,-0.940,0.94,1.02,6012.00,0
Kepler-342 b,15.17031800,,,,2.250,0.400,-0.400,1.13,1.47,6175.00,0
Kepler-342 c,26.23413800,,,,1.960,0.350,-0.350,1.13,1.47,6175.00,1
Kepler-342 d,39.45935700,,,,2.490,0.480,-0.480,1.13,1.47,6175.00,1
Kepler-1443 b,2.41811321,,,,0.970,0.220,-0.090,1.19,1.27,6289.00,0
Kepler-1444 b,33.42035034,,,,2.180,0.410,-0.190,1.03,1.05,5810.00,0
Kepler-1445 b,10.60052251,,,,0.960,0.200,-0.130,1.13,1.26,6150.00,0
Kepler-1446 b,0.68996783,,,,0.820,0.040,-0.020,0.81,0.75,4865.00,0
Kepler-1447 b,56.67472850,,,,2.900,0.500,-0.240,0.97,0.95,5722.00,0
Kepler-1448 b,12.27065865,,,,1.610,0.210,-0.160,0.95,0.93,5774.00,0
Kepler-1449 b,13.22745280,,,,1.680,0.370,-0.180,1.08,1.10,5979.00,0
Kepler-1450 b,54.50941660,,,,1.710,0.130,-0.110,0.71,0.68,4524.00,0
Kepler-1451 b,35.62223300,,,,3.350,0.620,-0.660,1.00,0.99,5782.00,0
Kepler-1452 b,42.91375100,,,,2.700,0.390,-0.350,1.41,2.06,6101.00,0
Kepler-1453 b,47.16116960,,,,2.670,0.440,-0.210,0.97,0.94,5665.00,0
Kepler-1454 b,47.03194790,,,,1.880,0.190,-0.170,0.90,0.86,5448.00,0
Kepler-1455 b,49.27676400,,,,2.160,0.150,-0.160,0.62,0.60,4075.00,0
Kepler-1456 b,18.13738290,,,,1.140,0.090,-0.150,0.64,0.62,4231.00,0
Kepler-1457 b,51.11102430,,,,1.990,0.310,-0.200,1.01,1.01,5866.00,0
Kepler-1458 b,47.98727640,,,,2.760,0.420,-0.210,0.96,0.94,5653.00,0
Kepler-1459 b,62.86916110,,,,1.360,0.100,-0.080,0.78,0.74,4828.00,0
Kepler-1460 b,29.96332470,,,,1.960,0.140,-0.130,0.70,0.67,4422.00,0
Kepler-1461 b,29.34947750,,,,2.030,0.090,-0.160,0.79,0.74,4919.00,0
Kepler-1462 b,65.64883410,,,,3.820,0.820,-0.390,1.00,1.00,5756.00,0
Kepler-1464 b,31.77859010,,,,1.660,0.290,-0.160,1.02,1.01,5828.00,0
Kepler-1464 c,5.32786292,,,,1.000,0.220,-0.110,1.02,1.01,5828.00,0
Kepler-1465 b,31.82771110,,,,1.770,0.350,-0.190,0.75,0.71,4726.00,0
Kepler-1466 b,31.17504480,,,,1.550,0.270,-0.170,1.01,1.02,5884.00,0
Kepler-1468 b,8.23984869,,,,1.730,0.410,-0.190,1.04,1.05,5893.00,0
Kepler-1468 c,3.54553021,,,,1.150,0.250,-0.130,1.04,1.05,5893.00,0
Kepler-1469 b,21.86353010,,,,2.800,0.370,-0.260,0.92,0.89,5507.00,0
Kepler-1470 b,16.29509030,,,,1.070,0.090,-0.080,0.80,0.76,4961.00,0
Kepler-295 b,12.64516400,,,,1.220,0.640,-0.640,,0.90,5603.00,0
Kepler-339 d,10.55834500,,,,1.170,0.530,-0.530,0.84,0.80,5631.00,0
Kepler-383 c,31.20075100,,,,1.240,0.490,-0.490,0.67,0.67,4710.00,0
Kepler-430 c,110.97900000,,,,1.750,,,1.17,1.49,5884.00,0
K2-13 b,39.91488000,,,,1.890,0.950,-0.950,0.80,0.78,5698.00,0
Kepler-583 b,6.51002530,,,,2.280,0.290,-0.150,0.94,0.91,5523.00,0
Kepler-584 b,35.18103040,,,,4.210,1.590,-0.560,1.17,1.24,6195.00,0
Kepler-585 b,2.75235975,,,,2.830,0.550,-0.270,0.96,0.93,5593.00,0
Kepler-176 e,51.16579000,,,,1.450,0.120,-0.150,,0.89,5232.00,0
Kepler-586 b,2.10472218,,,,2.790,0.360,-0.200,0.94,0.92,5575.00,0
Kepler-587 b,10.94027841,,,,2.230,0.640,-0.170,0.92,0.89,5549.00,0
Kepler-588 b,4.22162536,,,,2.630,0.500,-0.220,1.01,1.00,5835.00,0
Kepler-589 b,16.54964934,,,,2.270,0.180,-0.120,0.88,0.83,5296.00,0
Kepler-590 b,5.85296257,,,,4.020,1.090,-0.500,1.10,1.15,6000.00,0
Kepler-591 b,81.16942990,,,,3.390,0.550,-0.250,0.97,0.94,5677.00,0
Kepler-592 b,2.82019241,,,,2.390,0.580,-0.250,1.04,1.04,5913.00,0
Kepler-593 b,21.21708973,,,,2.870,0.690,-0.290,1.08,1.10,5967.00,0
Kepler-594 b,13.64618192,,,,2.180,0.220,-0.150,0.91,0.87,5485.00,0
Kepler-595 b,25.30292332,,,,3.810,0.280,-0.170,0.87,0.83,5247.00,0
Kepler-596 b,21.30022655,,,,3.460,1.630,-0.470,1.21,1.32,6267.00,0
Kepler-597 b,13.02365861,,,,2.370,0.330,-0.130,0.97,0.95,5683.00,0
Kepler-208 d,11.13178600,,,,1.200,0.230,-0.230,1.03,1.31,6092.00,0
Kepler-210 c,7.97251300,,,,3.620,0.190,-0.190,,0.65,4559.00,1
Kepler-212 c,31.80517400,,,,2.740,0.510,-0.510,1.16,1.46,5852.00,0
Kepler-242 c,14.49648100,,,,2.000,1.230,-1.230,,0.85,5020.00,0
Kepler-244 c,9.76729200,,,,2.050,0.870,-0.870,,0.80,5554.00,0
Kepler-246 b,4.60182000,,,,2.340,1.200,-1.200,0.86,0.83,5206.00,0
Kepler-247 d,20.47791200,,,,3.940,1.100,-1.100,,0.77,5100.00,1
Kepler-249 c,7.11370200,,,,1.510,0.090,-0.090,,0.48,3568.00,0
Kepler-250 d,17.64831200,,,,2.180,1.250,-1.250,0.80,0.81,5160.00,0
Kepler-252 b,6.66839100,,,,1.230,0.120,-0.120,0.52,0.55,4208.00,0
Kepler-253 d,18.11986900,,,,3.170,1.300,-1.300,,0.79,5208.00,0
Kepler-20 e,6.09852281,,,,0.865,0.026,-0.028,0.95,0.96,5495.00,0
Kepler-200 b,8.59480500,,,,2.130,0.410,-0.410,,0.94,5678.00,0
Kepler-202 b,4.06942700,,,,1.630,0.100,-0.100,,0.67,4668.00,0
Kepler-204 b,14.40097400,,,,2.530,0.540,-0.540,0.96,1.24,5812.00,0
Kepler-206 b,7.78198700,,,,1.200,0.240,-0.240,0.94,1.19,5764.00,0
Kepler-207 c,3.07157100,,,,1.500,0.290,-0.290,,1.59,5920.00,0
Kepler-255 b,5.71460600,,,,1.550,0.620,-0.620,0.97,0.93,5573.00,0
Kepler-256 e,10.68157200,,,,2.350,0.580,-0.580,1.02,1.30,5551.00,0
Kepler-258 b,13.19722000,,,,4.060,2.710,-2.710,0.80,0.92,4942.00,0
Kepler-26 d,3.54391900,,,,1.070,0.060,-0.060,0.54,0.51,3914.00,0
Kepler-260 b,8.18739900,,,,2.010,0.550,-0.550,0.88,0.86,5250.00,0
Kepler-262 b,13.06085500,,,,1.360,0.590,-0.590,,0.88,5841.00,0
Kepler-264 c,140.10126100,,,,2.830,0.580,-0.580,1.32,1.55,6158.00,0
Kepler-343 b,8.96855000,,,,2.410,0.510,-0.510,1.04,1.43,5807.00,0
Kepler-344 b,21.96394500,,,,2.610,1.220,-1.220,0.90,0.98,5774.00,0
Kepler-344 c,125.59680900,,,,2.950,1.380,-1.380,0.90,0.98,5774.00,0
Kepler-345 b,7.41556300,,,,0.740,0.060,-0.060,0.59,0.62,4504.00,0
Kepler-346 b,6.51112700,,,,2.660,1.240,-1.240,0.97,1.02,6033.00,0
Kepler-346 c,23.85154900,,,,3.070,1.460,-1.460,0.97,1.02,6033.00,0
Kepler-347 b,12.79836000,,,,1.970,0.940,-0.940,1.04,1.00,6088.00,0
Kepler-348 b,7.05677000,,,,1.520,0.290,-0.290,1.15,1.36,6177.00,0
Kepler-348 c,17.26542700,,,,1.330,0.250,-0.250,1.15,1.36,6177.00,0
Kepler-349 b,5.92977800,,,,1.900,0.720,-0.720,0.97,0.93,5956.00,0
Kepler-350 b,11.18956200,,,,1.850,0.380,-0.380,1.00,1.53,6186.00,0
Kepler-351 b,37.05491900,,,,3.060,1.550,-1.550,0.89,0.85,5643.00,0
Kepler-352 b,10.05537000,,,,0.860,0.080,-0.080,0.79,0.78,5212.00,0
Kepler-352 c,16.33299500,,,,1.240,0.100,-0.100,0.79,0.78,5212.00,0
Kepler-353 b,5.79527800,,,,0.890,0.060,-0.060,0.54,0.50,3903.00,0
Kepler-354 b,5.47666000,,,,1.840,0.580,-0.580,0.65,0.67,4648.00,0
Kepler-354 c,16.93440200,,,,1.310,0.420,-0.420,0.65,0.67,4648.00,0
Kepler-354 d,24.20984200,,,,1.240,0.400,-0.400,0.65,0.67,4648.00,0
Kepler-355 c,25.76229400,,,,2.710,1.220,-1.220,1.05,1.07,6184.00,0
Kepler-356 b,4.61269600,,,,1.570,0.290,-0.290,0.97,1.33,6133.00,0
Kepler-356 c,13.12163200,,,,1.810,0.330,-0.330,0.97,1.33,6133.00,0
Kepler-357 b,6.47543400,,,,1.840,1.080,-1.080,0.78,0.83,5036.00,0
Kepler-357 d,49.49987500,,,,3.430,2.040,-2.040,0.78,0.83,5036.00,0
Kepler-1472 b,38.13128310,,,,1.900,0.760,-0.360,1.16,1.25,6159.00,0
Kepler-1473 b,14.42735510,,,,1.190,0.090,-0.080,1.09,1.09,6046.00,0
Kepler-1474 b,36.43334520,,,,2.160,0.440,-0.230,1.04,1.04,5870.00,0
Kepler-1476 b,10.35863224,,,,1.670,0.370,-0.130,0.98,0.96,5663.00,0
Kepler-1477 b,11.55530021,,,,1.180,0.090,-0.090,0.81,0.78,5100.00,0
Kepler-1478 b,26.08405940,,,,1.730,0.470,-0.190,1.04,1.06,5904.00,0
Kepler-1479 b,14.53261362,,,,1.830,0.300,-0.160,0.99,0.98,5796.00,0
Kepler-1481 b,5.94220998,,,,1.230,0.080,-0.060,0.80,0.75,4908.00,0
Kepler-1482 b,12.25383217,,,,1.010,0.100,-0.110,0.88,0.84,5381.00,0
Kepler-1483 b,9.50851560,,,,1.520,0.660,-0.300,1.25,1.40,6337.00,0
Kepler-1484 b,30.45491360,,,,2.110,0.300,-0.220,0.94,0.92,5730.00,0
Kepler-1486 b,54.64957590,,,,2.320,0.580,-0.290,1.08,1.12,5965.00,0
Kepler-1487 b,7.31946363,,,,2.130,0.850,-0.450,1.38,1.63,6541.00,0
Kepler-1488 b,39.81899320,,,,1.860,0.420,-0.370,1.05,1.31,5820.00,0
Kepler-1490 b,92.43629730,,,,3.040,0.370,-0.630,0.90,0.87,5515.00,0
Kepler-1491 b,16.58617620,,,,1.510,0.350,-0.140,1.00,0.99,5728.00,0
Kepler-1492 b,16.75255007,,,,1.490,0.280,-0.160,0.77,0.72,4712.00,0
Kepler-1493 b,15.02179830,,,,1.410,0.270,-0.230,1.06,1.29,5863.00,0
Kepler-1495 b,85.27325600,,,,2.940,0.720,-0.320,1.03,1.04,5831.00,0
Kepler-1496 b,64.65880170,,,,2.220,0.910,-0.360,1.18,1.27,6182.00,0
Kepler-1497 b,8.74199772,,,,1.660,0.290,-0.160,0.96,0.95,5675.00,0
Kepler-1499 b,44.20080000,,,,1.190,0.250,-0.140,0.82,0.78,5097.00,0
Kepler-1500 b,15.03301050,,,,1.200,0.220,-0.150,1.00,1.00,5845.00,0
Kepler-1501 b,14.55645330,,,,1.560,0.680,-0.250,1.20,1.30,6229.00,0
Kepler-1502 b,41.70836290,,,,3.180,1.120,-0.640,1.44,1.72,6666.00,0
Kepler-1504 b,82.30400300,,,,2.130,0.230,-0.190,0.85,0.81,5393.00,0
Kepler-1505 b,30.86093660,,,,0.930,0.050,-0.050,0.93,0.86,5686.00,0
Kepler-1506 b,14.03291540,,,,1.320,0.190,-0.130,0.95,0.93,5676.00,0
Kepler-599 b,15.65562652,,,,2.840,0.150,-0.320,0.83,0.79,5127.00,0
Kepler-600 b,23.67517607,,,,2.900,0.210,-0.390,0.84,0.81,5279.00,0
Kepler-601 b,5.37886844,,,,1.900,0.270,-0.180,0.85,0.79,5160.00,0
Kepler-602 b,15.28469497,,,,2.090,0.650,-0.320,1.08,1.13,6062.00,0
Kepler-603 b,21.05358596,,,,2.650,0.590,-0.260,1.01,1.01,5808.00,0
Kepler-603 c,127.90757740,,,,6.500,1.480,-0.620,1.01,1.01,5808.00,0
Kepler-603 d,6.21712920,,,,1.320,0.250,-0.130,1.01,1.01,5808.00,0
Kepler-604 b,25.85501786,,,,2.590,0.490,-0.270,1.02,1.03,5890.00,0
Kepler-605 b,3.38353807,,,,1.440,0.170,-0.090,0.91,0.88,5462.00,0
Kepler-605 c,2.35895152,,,,0.860,0.110,-0.060,0.91,0.88,5462.00,0
Kepler-606 b,24.31575992,,,,3.310,1.270,-0.510,1.13,1.22,6161.00,0
Kepler-607 b,0.63816320,,,,0.870,0.060,-0.070,0.84,0.80,5196.00,0
Kepler-598 b,3.70175428,,,,1.500,0.120,-0.090,0.87,0.86,5307.00,0
Kepler-608 b,6.41251504,,,,3.640,0.720,-0.440,1.00,1.01,5820.00,0
Kepler-610 b,6.99692655,,,,4.190,1.160,-0.450,1.10,1.13,5943.00,0
Kepler-610 c,151.86392000,,,,3.300,0.840,-0.370,1.10,1.13,5943.00,0
Kepler-191 d,5.94504102,,,,2.280,0.160,-0.130,0.85,0.79,5282.00,0
Kepler-611 b,2.43703330,,,,1.650,0.510,-0.150,1.01,1.01,5761.00,0
Kepler-192 d,6.47027579,,,,1.020,0.100,-0.070,,1.01,5479.00,0
Kepler-612 b,3.72215641,,,,2.840,0.660,-0.270,0.98,0.96,5693.00,0
Kepler-614 b,14.03491514,,,,2.390,0.200,-0.170,0.85,0.81,5268.00,0
Kepler-615 b,10.35584657,,,,1.740,0.090,-0.100,0.73,0.69,4655.00,0
Kepler-616 b,9.99761851,,,,2.430,0.330,-0.200,0.98,0.97,5753.00,0
Kepler-616 c,90.41135560,,,,3.410,0.570,-0.300,0.98,0.97,5753.00,0
Kepler-618 b,3.59576964,,,,2.600,0.780,-0.410,1.05,1.08,5860.00,0
Kepler-619 b,5.40427220,,,,3.160,0.650,-0.310,1.09,1.11,5980.00,0
Kepler-619 c,1.20846503,,,,1.690,0.390,-0.170,1.09,1.11,5980.00,0
Kepler-620 b,12.91375431,,,,3.320,1.220,-0.700,1.15,1.22,6155.00,0
Kepler-265 e,67.83102400,,,,2.590,0.550,-0.550,1.03,1.10,5835.00,0
Kepler-267 c,6.87745000,,,,2.130,0.110,-0.110,0.56,0.56,4258.00,0
Kepler-269 c,8.12789900,,,,1.690,0.800,-0.800,0.98,0.96,5847.00,0
Kepler-278 b,30.16054600,,,,4.070,0.160,-0.160,,2.94,4991.00,1
Kepler-281 c,36.33737300,,,,5.310,2.060,-2.060,0.98,0.90,5723.00,0
Kepler-284 c,37.51445600,,,,2.610,1.180,-1.180,,0.81,5615.00,0
Kepler-286 c,3.46809500,,,,1.370,0.270,-0.270,,0.86,5580.00,0
Kepler-287 c,44.85189600,,,,3.260,1.490,-1.490,,1.03,5806.00,0
Kepler-291 b,3.54651100,,,,2.160,0.940,-0.940,1.03,1.02,6002.00,0
Kepler-292 d,7.05567900,,,,2.230,0.210,-0.210,0.88,0.83,5299.00,0
Kepler-293 c,54.15574300,,,,3.830,1.630,-1.630,1.01,0.96,5804.00,0
Kepler-295 d,33.88405400,,,,1.360,0.720,-0.720,,0.90,5603.00,0
Kepler-296 e,34.14211000,,,,1.530,0.270,-0.250,0.50,0.48,3740.00,0
Kepler-298 b,10.47546400,,,,1.960,0.100,-0.100,0.65,0.58,4465.00,0
Kepler-299 d,15.05478600,,,,1.860,0.380,-0.380,0.97,1.03,5617.00,0
Kepler-301 b,2.50855300,,,,1.350,0.720,-0.720,0.91,0.90,5815.00,0
Kepler-306 d,17.32664400,,,,2.470,0.240,-0.240,0.82,0.72,4954.00,0
Kepler-308 b,9.69492800,,,,2.120,1.020,-1.020,,0.94,5895.00,0
Kepler-358 b,34.06046700,,,,2.720,1.360,-1.360,0.95,0.95,5908.00,0
Kepler-358 c,83.48836900,,,,2.850,1.430,-1.430,0.95,0.95,5908.00,0
Kepler-359 c,57.68802000,,,,4.300,2.000,-2.000,1.07,1.09,6248.00,1
Kepler-359 d,77.09569100,,,,4.010,1.910,-1.910,1.07,1.09,6248.00,0
Kepler-360 b,3.28967200,,,,1.650,0.780,-0.780,0.95,1.06,6053.00,0
Kepler-361 b,8.48661600,,,,1.450,0.280,-0.280,1.07,1.34,6169.00,0
Kepler-361 c,55.18802300,,,,2.520,0.480,-0.480,1.07,1.34,6169.00,0
Kepler-362 b,10.32718600,,,,0.880,0.380,-0.380,0.77,0.72,5788.00,0
Kepler-363 b,3.61456800,,,,1.160,0.190,-0.190,1.23,1.49,5593.00,0
Kepler-363 c,7.54242700,,,,1.690,0.270,-0.270,1.23,1.49,5593.00,0
Kepler-363 d,11.93212500,,,,2.050,0.400,-0.400,1.23,1.49,5593.00,0
Kepler-364 b,25.74571800,,,,1.550,0.370,-0.370,1.20,1.28,6108.00,0
Kepler-365 b,10.66490300,,,,2.040,0.970,-0.970,0.99,1.05,6012.00,0
Kepler-365 c,17.78412900,,,,1.640,0.770,-0.770,0.99,1.05,6012.00,0
Kepler-366 b,3.28195900,,,,1.460,0.660,-0.660,1.05,1.05,6209.00,0
Kepler-367 b,37.81572400,,,,1.300,0.160,-0.160,0.75,0.69,4710.00,0
Kepler-367 c,53.57863700,,,,1.200,0.160,-0.160,0.75,0.69,4710.00,0
Kepler-368 b,26.84768000,,,,3.260,0.910,-0.910,0.71,2.02,5502.00,0
Kepler-369 b,2.73275600,,,,1.130,0.060,-0.060,0.54,0.47,3591.00,0
Kepler-369 c,14.87157200,,,,1.410,0.060,-0.060,0.54,0.47,3591.00,0
Kepler-370 b,4.57953000,,,,1.590,0.780,-0.780,0.94,0.90,5852.00,0
Kepler-370 c,19.02293000,,,,1.910,0.890,-0.890,0.94,0.90,5852.00,0
Kepler-371 c,67.96801500,,,,1.780,0.450,-0.450,0.94,0.99,5666.00,0
Kepler-372 b,6.84969200,,,,1.360,0.590,-0.590,1.15,1.14,6509.00,0
Kepler-372 c,20.05376300,,,,2.090,0.900,-0.900,1.15,1.14,6509.00,0
Kepler-1507 b,16.05062130,,,,0.840,0.090,-0.090,0.89,0.85,5410.00,0
Kepler-1509 b,25.43381970,,,,1.850,0.370,-0.160,1.00,0.99,5780.00,0
Kepler-1510 b,84.70392100,,,,3.360,1.230,-0.560,1.19,1.28,6200.00,0
Kepler-1511 b,23.23827920,,,,1.680,0.690,-0.240,1.17,1.29,6064.00,0
Kepler-1513 b,160.88465087,,,,8.460,1.380,-0.730,0.99,0.97,5617.00,0
Kepler-1514 b,217.83176260,,,,11.820,0.600,-0.510,1.21,1.22,6251.00,0
Kepler-1515 b,214.31141640,,,,9.550,0.770,-0.640,1.30,1.41,6511.00,0
Kepler-1516 b,7.25931979,,,,1.750,0.490,-0.190,1.04,1.07,5904.00,0
Kepler-1517 b,5.54608367,,,,9.760,2.790,-1.930,1.58,1.95,7010.00,0
Kepler-1518 b,5.11177904,,,,3.050,0.920,-0.630,1.54,1.88,6846.00,0
Kepler-1519 b,240.79893970,,,,7.060,0.810,-0.540,0.94,0.91,5644.00,0
Kepler-460 c,220.13033570,,,,5.520,2.070,-0.730,1.07,1.24,6340.00,0
Kepler-1520 b,0.65355357,,,,5.770,0.220,-0.300,0.76,0.71,4677.00,0
Kepler-1521 b,47.14840805,,,,2.500,0.090,-0.100,0.81,0.76,5042.00,0
Kepler-1522 b,1.84788917,,,,1.730,0.230,-0.140,0.96,0.93,5706.00,0
Kepler-1523 b,0.93875077,,,,1.580,0.270,-0.150,0.97,0.96,5708.00,0
Kepler-1524 b,70.96746030,,,,3.540,1.470,-0.540,1.17,1.25,6179.00,0
Kepler-1525 b,2.41660118,,,,0.910,0.060,-0.040,1.07,1.04,5748.00,0
Kepler-1526 b,3.90863200,,,,2.430,0.090,-0.390,0.73,0.69,4601.00,0
Kepler-1527 b,160.12991800,,,,4.770,1.950,-0.750,1.21,1.32,6224.00,0
Kepler-1528 b,1.79111021,,,,1.460,0.250,-0.130,1.03,1.03,5857.00,0
Kepler-1529 b,5.33905686,,,,2.100,0.150,-0.110,0.81,0.77,5048.00,0
Kepler-1530 b,2.59044340,,,,1.640,0.210,-0.110,0.92,0.88,5477.00,0
Kepler-1530 c,5.32274060,,,,1.650,0.240,-0.110,0.92,0.88,5477.00,0
Kepler-1531 b,1.13854338,,,,1.110,0.480,-0.180,1.16,1.27,6260.00,0
Kepler-1532 b,1.09366356,,,,1.350,0.180,-0.120,0.91,0.88,5559.00,0
Kepler-1533 b,308.54710000,,,,3.460,1.490,-0.680,1.31,1.51,6431.00,0
Kepler-1534 b,5.71668872,,,,1.890,0.220,-0.150,0.90,0.86,5442.00,0
Kepler-622 b,14.28226676,,,,2.130,0.280,-0.160,0.64,0.61,4201.00,0
K2-28 b,2.26045500,,,,2.320,0.240,-0.240,0.26,0.29,3214.00,0
K2-19 d,2.50856000,,,,1.140,0.130,-0.130,0.93,0.86,5430.00,1
Kepler-198 d,1.31184443,,,,1.530,0.090,-0.070,0.93,0.94,5574.00,0
Kepler-624 b,14.58649607,,,,2.310,0.330,-0.240,1.10,1.18,6117.00,0
Kepler-625 b,7.75192492,,,,1.990,0.060,-0.050,1.04,0.96,5789.00,0
Kepler-625 c,4.16536510,,,,1.050,0.050,-0.030,1.04,0.96,5789.00,0
Kepler-310 b,13.93069800,,,,1.190,0.560,-0.560,0.85,0.88,5797.00,0
Kepler-312 b,1.77241900,,,,1.290,0.250,-0.250,1.23,1.47,6115.00,0
Kepler-314 b,2.46106900,,,,0.830,0.120,-0.120,1.02,0.95,5378.00,0
Kepler-316 b,2.24050800,,,,1.060,0.110,-0.110,0.53,0.52,4204.00,0
Kepler-318 b,4.66271500,,,,4.710,0.830,-0.830,1.05,1.19,5746.00,0
Kepler-32 e,2.89600000,,,,1.500,0.100,-0.100,0.58,0.53,3900.00,0
Kepler-320 b,8.37155400,,,,1.140,0.540,-0.540,,1.11,6435.00,0
Kepler-322 b,1.65388800,,,,1.010,0.110,-0.110,0.91,0.89,5388.00,0
Kepler-324 b,4.38531500,,,,1.140,0.110,-0.110,0.86,0.84,5194.00,0
Kepler-325 d,38.71518500,,,,2.790,1.390,-1.390,0.87,1.00,5752.00,0
Kepler-327 c,5.21233300,,,,1.030,0.050,-0.050,0.55,0.49,3799.00,0
Kepler-329 b,7.41639700,,,,1.400,0.250,-0.250,0.53,0.52,4257.00,0
Kepler-331 b,8.45749600,,,,1.820,0.190,-0.190,0.51,0.49,4347.00,0
Kepler-332 d,34.21154000,,,,1.180,0.080,-0.080,0.80,0.72,4955.00,0
Kepler-334 c,12.75800500,,,,1.430,0.260,-0.260,1.00,1.07,5828.00,0
Kepler-336 b,2.02482300,,,,1.020,0.190,-0.190,0.89,1.30,5867.00,0
Kepler-341 e,42.47326900,,,,1.990,1.030,-1.030,0.94,1.02,6012.00,0
Kepler-343 c,23.22182000,,,,2.020,0.380,-0.380,1.04,1.43,5807.00,0
Kepler-345 c,9.38742700,,,,1.200,0.070,-0.070,0.59,0.62,4504.00,0
Kepler-347 c,27.32087100,,,,1.750,0.840,-0.840,1.04,1.00,6088.00,0
Kepler-349 c,12.24762900,,,,1.960,0.740,-0.740,0.97,0.93,5956.00,0
Kepler-351 c,57.24809000,,,,3.190,1.550,-1.550,0.89,0.85,5643.00,0
Kepler-353 c,8.41089400,,,,1.380,0.070,-0.070,0.54,0.50,3903.00,0
Kepler-355 b,11.03189000,,,,1.460,0.660,-0.660,1.05,1.07,6184.00,0
Kepler-357 c,16.85837000,,,,2.670,1.570,-1.570,0.78,0.83,5036.00,0
Kepler-378 b,16.09236100,,,,0.750,0.150,-0.150,0.96,0.67,4661.00,0
Kepler-378 c,28.90600900,,,,0.700,0.050,-0.050,0.96,0.67,4661.00,0
Kepler-379 b,20.09838000,,,,1.660,0.310,-0.310,1.08,1.31,6054.00,0
Kepler-379 c,62.78469700,,,,2.290,0.430,-0.430,1.08,1.31,6054.00,0
Kepler-380 c,7.63000400,,,,1.270,0.280,-0.280,1.05,1.22,6045.00,0
Kepler-381 b,5.62902100,,,,0.990,0.220,-0.220,1.34,1.57,6152.00,0
Kepler-381 c,13.39163500,,,,1.120,0.250,-0.250,1.34,1.57,6152.00,0
Kepler-382 c,12.16270100,,,,1.590,0.770,-0.770,0.80,0.94,5600.00,0
Kepler-383 b,12.90453200,,,,1.320,0.520,-0.520,0.67,0.67,4710.00,0
Kepler-384 c,45.34826900,,,,1.130,0.330,-0.330,0.76,0.88,5577.00,0
Kepler-385 b,10.04368600,,,,2.730,1.380,-1.380,1.09,1.13,6326.00,0
Kepler-372 d,30.09256800,,,,1.690,0.730,-0.730,1.15,1.14,6509.00,0
